DateTime,Description,Plant Code,Alarm Group,Alarm State,Value,Operator,Operator Node
12/15/2024 00:03:14.112,"Gas shutoff valve status, V033",ZAC141V033INF,Genset_14,         ,ON,WOIS,CWA903
12/15/2024 00:03:14.555,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:15.543,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:15.702,"Gas leak test pressure status, P02",ZAC141P002INF,Genset_14,         ,ON,WOIS,CWA903
12/15/2024 00:03:16.544,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:17.183,"UNIC to PLC HW, Gen breaker open command, OS7602",CFC231A330INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:17.274,"SHD, UNIC HW shutdown signal for the PLC",CFC231F201SDI,Genset_23,UNACK_ALM,ON,WOIS,CWA903
12/15/2024 00:03:17.274,"UNIC to PLC HW, Engine stopped, IS7602",CFC231A323INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:17.438,Engine sequence: Starting,SOB231E203INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:17.438,"Gas ventilation valve status, V037 & V038",ZAC231V038INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:17.438,"STB, Start block active from PLC",CFC231A200SBI,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:17.438,"Breaker control, open command",CFC231S010INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:17.438,"Gas ventilation valve status, V037 & V038",ZAC231V037INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:17.438,"STB, Shutdown indication active",CFC231S011SBI,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:17.438,"Engine sequence: Shutdown mode, waiting for reset",SOB231E213INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:17.438,"Gas shutoff valve status, V033",ZAC231V033INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:17.438,"Gas leak test pressure status, P02",ZAC231P002INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:17.524,"SBL, Gas leak test not passet or active",CFC231ZAC0_1A005SBI,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:17.524,"ALM, GRU, Main line gas inlet pressure high",ZAC231P010AH,Genset_23,UNACK_RTN,OFF,WOIS,CWA903
12/15/2024 00:03:17.529,"SHD, Nom speed not reached",SCA231NY1603SDG,Genset_23,UNACK_ALM,ON,WOIS,CWA903
12/15/2024 00:03:17.600,"ALM, Engine shutdown circuit tripped",CFC231K028ALI,Genset_23,UNACK_ALM,ON,WOIS,CWA903
12/15/2024 00:03:18.546,"Engine status, start mode",SCA231IS871ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:18.546,Start failure indication,SCA231IS875ING,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:18.546,Remote stop,SCA231OS7304ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:18.546,"Engine status, shutdown mode",SCA231IS879ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:18.546,Gen. breaker open command,SCA231OS7602ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:18.546,"MCC, degassing valve control",SCA231CV947ING,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:19.258,"ALM, GRU, Main line gas inlet pressure high",ZAC141P010AH,Genset_14,UNACK_ALM,ON,WOIS,CWA903
12/15/2024 00:03:20.504,Engine sequence: Stop mode,SOB231E201INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:20.589,"STB, Exhaust gas ventilation start block",NHA231A001SBI,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:20.824,Gen. breaker synchronizing,BAE221Q000SYN,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:21.030,AVR synchronising on,CFC221S013ACK,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:21.124,Engine sequence: Synchronising,SOB221E206INF,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:21.382,Oil mist separator running,QBF231M001RNI,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:21.466,Exhaust gas vent. fan running,NHA231A001RNI,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:22.419,Exhaust gas vent. valve in closed position,NHA231A001CLI,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:22.952,Exhaust gas vent. flow switch position,NHA231Q001INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:23.484,Exhaust gas vent. valve in open position,NHA231A001OPI,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:27.538,kW control enabled,SCA221OS7328ING,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:27.584,"Breaker control, open command",CFC231S010INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:28.449,"DER, Pgas, Gas feed pressure",SOB161F159INF,Genset_16,         ,OFF,WOIS,CWA903
